TimeStamp;X;Y;Z;TagId
11/26/2021 10:26:38.039;1.96039570228853;6.56695641324282;1.5;0x22046007E8CD
11/26/2021 10:26:39.087;1.47771134826617;6.12932656468858;1.5;0x22046007E8CD
11/26/2021 10:26:40.148;0.965446428728925;5.55065197740684;1.5;0x22046007E8CD
11/26/2021 10:26:42.339;0.71043015383805;5.12469223372132;1.5;0x22046007E8CD
11/26/2021 10:26:43.382;1.90077573326043;5.70198199654873;1.5;0x22046007E8CD
11/26/2021 10:26:44.490;2.87721324811172;6.41482787716824;1.5;0x22046007E8CD
11/26/2021 10:26:45.524;4.21120689335958;6.8120887516524;1.5;0x22046007E8CD
11/26/2021 10:26:46.547;5.30257613714948;7.01494514643547;1.5;0x22046007E8CD
11/26/2021 10:26:47.564;6.75071121942529;6.35294382030081;1.5;0x22046007E8CD
11/26/2021 10:26:48.633;8.23046371673926;5.71862429454797;1.5;0x22046007E8CD
11/26/2021 10:26:49.740;9.51426516795731;5.4054274028729;1.5;0x22046007E8CD
11/26/2021 10:28:53.237;10.8754230228737;5.5803339751803;1.5;0x22046007E8CD
11/26/2021 10:28:54.299;10.7485132308986;5.74922800865273;1.5;0x22046007E8CD
11/26/2021 10:28:55.319;10.1259825976313;5.25558444065922;1.5;0x22046007E8CD
11/26/2021 10:28:56.366;9.28774079306441;5.59768112948324;1.5;0x22046007E8CD
11/26/2021 10:28:57.414;8.19817974757815;5.82388288532843;1.5;0x22046007E8CD
11/26/2021 10:28:58.457;7.11948281843909;6.08962050171524;1.5;0x22046007E8CD
11/26/2021 10:28:59.563;5.9082561240824;6.23762526220927;1.5;0x22046007E8CD
11/26/2021 10:29:00.645;4.74626427522398;6.40832108440447;1.5;0x22046007E8CD
11/26/2021 10:29:01.738;3.45280881928907;7.46518790881199;1.5;0x22046007E8CD
11/26/2021 10:29:02.806;3.03809922335112;6.72198723773921;1.5;0x22046007E8CD
11/26/2021 10:29:03.813;2.44986039472741;6.68479026292199;1.5;0x22046007E8CD
11/26/2021 10:29:04.907;1.60708069374522;6.83013721302137;1.5;0x22046007E8CD
11/26/2021 10:29:05.951;1.37911676141904;6.63727698110379;1.5;0x22046007E8CD
11/26/2021 10:29:06.986;1.45982060244048;6.68286580060582;1.5;0x22046007E8CD
11/26/2021 10:29:08.006;1.46572827515922;6.58801877743597;1.5;0x22046007E8CD
11/26/2021 10:29:09.021;1.6125402782248;6.4370602797363;1.5;0x22046007E8CD
11/26/2021 10:29:10.188;1.33667092914186;6.78416749117862;1.5;0x22046007E8CD
11/26/2021 10:29:11.276;1.58497901876857;6.77149009515379;1.5;0x22046007E8CD
11/26/2021 10:29:12.279;1.90401540206037;6.78390837400297;1.5;0x22046007E8CD
11/26/2021 10:29:26.289;1.49061192892567;6.80473466759534;1.5;0x22046007E8CD
11/26/2021 10:29:27.304;1.65550389266436;6.67132301461508;1.5;0x22046007E8CD
11/26/2021 10:29:28.388;1.85071768794577;6.70427160585159;1.5;0x22046007E8CD
11/26/2021 10:29:29.470;1.24883551559022;6.6239098732803;1.5;0x22046007E8CD
11/26/2021 10:29:31.143;1.07888444074617;6.55006425093253;1.5;0x22046007E8CD
11/26/2021 10:29:32.619;1.15978659405872;6.54006703527665;1.5;0x22046007E8CD
11/26/2021 10:29:33.703;1.49716643539489;6.57774617816831;1.5;0x22046007E8CD
11/26/2021 10:29:34.746;1.92041870702969;6.52447918020202;1.5;0x22046007E8CD
11/26/2021 10:29:35.882;2.05156895342863;6.39329085030844;1.5;0x22046007E8CD
11/26/2021 10:29:36.904;1.77877222908508;6.47354568386264;1.5;0x22046007E8CD
11/26/2021 10:29:43.125;1.81243080337216;6.44142907505232;1.5;0x22046007E8CD
11/26/2021 10:29:44.227;1.69716441817711;6.48754113211775;1.5;0x22046007E8CD
11/26/2021 10:29:45.986;1.92206974956421;6.43468848610619;1.5;0x22046007E8CD
11/26/2021 10:29:47.106;1.98760208762406;6.37884944416917;1.5;0x22046007E8CD
11/26/2021 10:29:48.208;1.86730759883799;6.37691150661935;1.5;0x22046007E8CD
11/26/2021 10:29:49.238;2.03555808277864;6.36389777147642;1.5;0x22046007E8CD
11/26/2021 10:29:50.359;2.30950791502073;6.41776298631273;1.5;0x22046007E8CD
11/26/2021 10:29:51.378;2.25529723404926;5.76881026605044;1.5;0x22046007E8CD
11/26/2021 10:29:52.406;1.88413822996472;4.56603346169319;1.5;0x22046007E8CD
11/26/2021 10:29:53.531;1.84765371881227;3.1902396845036;1.5;0x22046007E8CD
11/26/2021 10:29:54.554;2.11574082345004;1.75305518652368;1.5;0x22046007E8CD
11/26/2021 10:29:55.662;2.333477332893;1.25084974813965;1.5;0x22046007E8CD
11/26/2021 10:31:27.426;2.21413739138487;1.6052755122121;1.5;0x22046007E8CD
11/26/2021 10:35:00.088;2.20625606610504;1.71498628722796;1.5;0x22046007E8CD
11/26/2021 10:37:26.842;2.21736001086925;2.00938305984747;1.5;0x22046007E8CD
11/26/2021 10:37:28.437;2.29291977650956;1.66750504091666;1.5;0x22046007E8CD
11/26/2021 10:37:29.471;2.15001104901349;1.80103023931687;1.5;0x22046007E8CD
11/26/2021 10:37:30.533;2.25490284961651;1.73233052583369;1.5;0x22046007E8CD
11/26/2021 10:37:31.674;2.18272483881293;1.96402288269392;1.5;0x22046007E8CD
11/26/2021 10:37:32.703;2.34920188990691;2.15935815370853;1.5;0x22046007E8CD
11/26/2021 10:37:33.794;2.39551438190369;2.204645112729;1.5;0x22046007E8CD
11/26/2021 10:37:34.878;2.19529435448379;2.29542557609782;1.5;0x22046007E8CD
11/26/2021 10:37:37.629;2.27754574323695;2.1941350229015;1.5;0x22046007E8CD
11/26/2021 10:37:39.737;2.31713375290724;2.11236472566454;1.5;0x22046007E8CD
11/26/2021 10:37:40.776;2.19135707053252;1.91747697640657;1.5;0x22046007E8CD
11/26/2021 10:37:43.556;2.3412054893036;2.09199515114299;1.5;0x22046007E8CD
