TimeStamp;X;Y;Z;TagId
11/26/2021 10:35:24.452;5.66605234579859;4.63616915621497;1.5;0x22046007C222
11/26/2021 10:35:25.518;5.51000138028814;4.90146073871855;1.5;0x22046007C222
11/26/2021 10:35:26.621;5.69424148229001;4.73776530040207;1.5;0x22046007C222
11/26/2021 10:35:31.894;5.7278528142828;4.82490390240689;1.5;0x22046007C222
11/26/2021 10:35:32.915;5.65661239985571;5.00060209583824;1.5;0x22046007C222
11/26/2021 10:35:34.151;5.73949709828364;5.10865858274181;1.5;0x22046007C222
11/26/2021 10:35:35.210;5.79581108955775;4.97596932289149;1.5;0x22046007C222
11/26/2021 10:35:36.212;5.85927908122316;4.94915451171395;1.5;0x22046007C222
11/26/2021 10:35:37.233;5.91065385287399;4.92931445283359;1.5;0x22046007C222
11/26/2021 10:35:38.434;5.97307501128864;4.90461727933892;1.5;0x22046007C222
11/26/2021 10:35:39.521;5.83544462687807;4.79208865643105;1.5;0x22046007C222
11/26/2021 10:35:40.616;5.93091435033778;4.61552369936345;1.5;0x22046007C222
11/26/2021 10:35:43.402;5.89042268121925;4.92219502059821;1.5;0x22046007C222
11/26/2021 10:35:48.337;5.81251329027293;4.86728502035512;1.5;0x22046007C222
11/26/2021 10:35:49.918;5.97358936096975;4.78808471909492;1.5;0x22046007C222
11/26/2021 10:36:03.040;5.90209201310966;4.77777754611937;1.5;0x22046007C222
11/26/2021 10:36:04.111;5.83506521695631;4.54344864401359;1.5;0x22046007C222
11/26/2021 10:36:05.177;5.87384152231066;4.71228266032648;1.5;0x22046007C222
11/26/2021 10:36:09.924;5.84543938568758;4.76914722953785;1.5;0x22046007C222
11/26/2021 10:36:11.207;5.88842858972501;4.69971432329356;1.5;0x22046007C222
11/26/2021 10:36:12.758;5.977455110656;4.91778065680485;1.5;0x22046007C222
11/26/2021 10:39:16.973;5.91520855509733;4.92817186480057;1.5;0x22046007C222
11/26/2021 10:39:19.547;6.04908647233899;4.88452025755575;1.5;0x22046007C222
11/26/2021 10:39:20.707;6.1810994526342;4.92936608402179;1.5;0x22046007C222
11/26/2021 10:39:22.888;5.89980712821322;4.80517526529983;1.5;0x22046007C222
11/26/2021 10:39:24.171;5.73561584142285;4.71625589156542;1.5;0x22046007C222
11/26/2021 10:40:17.741;5.796908229259;4.7724239983092;1.5;0x22046007C222
11/26/2021 10:40:57.004;5.57888605215432;4.99773746816839;1.5;0x22046007C222
11/26/2021 10:40:58.108;5.73083492658681;4.87241001417981;1.5;0x22046007C222
11/26/2021 10:41:30.871;5.90773579550784;5.31765644190399;1.5;0x22046007C222
11/26/2021 10:42:12.237;5.47312510822416;4.54903609023583;1.5;0x22046007C222
11/26/2021 10:42:14.435;5.40667654551577;4.78880400153937;1.5;0x22046007C222
11/26/2021 10:42:16.898;5.2330847206913;4.28186091170562;1.5;0x22046007C222
11/26/2021 10:42:19.740;4.41288774567465;3.72099387280285;1.5;0x22046007C222
11/26/2021 10:42:20.940;4.05499693744018;4.05184408099617;1.5;0x22046007C222
11/26/2021 10:42:22.261;3.94665014680787;3.09166740303562;1.5;0x22046007C222
11/26/2021 10:42:24.178;4.58786679155382;3.56268463066525;1.5;0x22046007C222
11/26/2021 10:42:26.779;5.16647367851229;3.87628239335943;1.5;0x22046007C222
11/26/2021 10:43:05.333;5.36850819035195;3.71288262465333;1.5;0x22046007C222
11/26/2021 10:43:19.835;5.20326390888585;3.65212905401503;1.5;0x22046007C222
11/26/2021 10:43:20.927;5.16711463753183;3.65601426129756;1.5;0x22046007C222
11/26/2021 10:43:37.603;5.07703219030198;3.81261805994142;1.5;0x22046007C222
11/26/2021 10:43:38.807;5.00159238305168;3.37728747034312;1.5;0x22046007C222
11/26/2021 10:43:40.168;4.83558303559685;3.81326709318763;1.5;0x22046007C222
11/26/2021 10:43:41.314;3.7782656398496;3.9267855261958;1.5;0x22046007C222
11/26/2021 10:43:42.416;2.90771891040436;3.64837877845353;1.5;0x22046007C222
11/26/2021 10:43:43.474;1.07925207636181;3.4174203045217;1.5;0x22046007C222
11/26/2021 10:43:44.559;0.863610046926;3.3354126050879;1.5;0x22046007C222
11/26/2021 10:43:46.664;0.856586996201402;3.18513087194482;1.5;0x22046007C222
11/26/2021 10:43:56.414;0.911071548947001;3.17884633567006;1.5;0x22046007C222
11/26/2021 10:44:05.674;1.12330525600054;3.44523961479647;1.5;0x22046007C222
11/26/2021 10:44:15.934;1.17010331576404;3.30646646547691;1.5;0x22046007C222
11/26/2021 10:44:20.202;1.37508358997961;3.43393469324261;1.5;0x22046007C222
11/26/2021 10:44:27.166;1.27998701092421;3.16080887813811;1.5;0x22046007C222
11/26/2021 10:44:44.578;1.4092200883906;3.29265566268016;1.5;0x22046007C222
11/26/2021 10:45:00.827;1.50766723502324;3.69610317483868;1.5;0x22046007C222
11/26/2021 10:45:01.954;1.42999407773338;4.05268196081117;1.5;0x22046007C222
11/26/2021 10:45:03.244;2.08018393051685;5.15671476707187;1.5;0x22046007C222
11/26/2021 10:45:27.105;2.06236469388195;4.81651302684506;1.5;0x22046007C222
11/26/2021 10:45:28.226;2.60142714853389;4.06949028636232;1.5;0x22046007C222
11/26/2021 10:45:30.608;3.6817894569317;3.98294346217685;1.5;0x22046007C222
11/26/2021 10:45:33.519;5.16942875384879;4.61714294218309;1.5;0x22046007C222
11/26/2021 10:45:50.967;6.0275011868491;5.18907287811614;1.5;0x22046007C222
11/26/2021 10:46:03.954;6.09516184664657;5.10088958695586;1.5;0x22046007C222
11/26/2021 10:46:05.013;6.23436324469365;5.2814482688896;1.5;0x22046007C222
11/26/2021 10:46:16.559;5.84448248349299;4.86543300465012;1.5;0x22046007C222
11/26/2021 10:46:21.378;6.13878888427137;5.21980993182603;1.5;0x22046007C222
11/26/2021 10:46:22.974;6.34451476032102;5.25081171233068;1.5;0x22046007C222
11/26/2021 10:46:24.516;6.31182867004936;5.22949117832981;1.5;0x22046007C222
11/26/2021 10:46:28.994;6.47147129574579;5.2910534954067;1.5;0x22046007C222
11/26/2021 10:46:36.460;6.39394321895179;5.10181169437367;1.5;0x22046007C222
11/26/2021 10:46:41.975;5.94728496699106;4.92004838113488;1.5;0x22046007C222
11/26/2021 10:46:45.684;5.59599074011875;4.75873363030919;1.5;0x22046007C222
11/26/2021 10:46:46.700;5.27670903741073;4.59216445841444;1.5;0x22046007C222
11/26/2021 10:46:47.757;5.57045952833917;4.87127009836008;1.5;0x22046007C222
11/26/2021 10:46:48.805;5.6717147336929;4.81513347956296;1.5;0x22046007C222
11/26/2021 10:46:49.921;5.79706117271019;4.8454892207269;1.5;0x22046007C222
11/26/2021 10:46:50.970;5.80677166907035;4.78623248571021;1.5;0x22046007C222
11/26/2021 10:46:52.983;5.86521336351758;4.90527529030965;1.5;0x22046007C222
11/26/2021 10:47:27.026;5.65535034644892;4.40786108249134;1.5;0x22046007C222
11/26/2021 10:47:28.165;5.96267028723195;4.98255369572167;1.5;0x22046007C222
11/26/2021 10:47:29.289;5.8675117756825;4.89819217002142;1.5;0x22046007C222
11/26/2021 10:47:38.029;5.92855543249624;4.89574265022512;1.5;0x22046007C222
11/26/2021 10:47:40.051;5.86994699538201;4.83797648747536;1.5;0x22046007C222
11/26/2021 10:47:41.159;5.91603673335157;4.96515211448247;1.5;0x22046007C222
11/26/2021 10:47:42.294;5.95055582482971;4.79719290540631;1.5;0x22046007C222
11/26/2021 10:47:44.245;5.58776283805016;5.38810203377587;1.5;0x22046007C222
11/26/2021 10:47:54.430;5.81537382476404;4.73145173069067;1.5;0x22046007C222
11/26/2021 10:48:00.997;5.8331421180188;4.81769046500887;1.5;0x22046007C222
11/26/2021 10:48:02.358;5.83778151915254;4.91381172624683;1.5;0x22046007C222
11/26/2021 10:48:03.491;5.93541530106903;5.05384056474162;1.5;0x22046007C222
11/26/2021 10:48:42.784;5.8494374166366;4.89647343822113;1.5;0x22046007C222
11/26/2021 10:48:50.721;5.80874088605825;4.97641690354131;1.5;0x22046007C222
11/26/2021 10:49:18.704;5.92182649987344;5.01572394970407;1.5;0x22046007C222
11/26/2021 10:49:28.726;6.04983612652451;4.89185690909907;1.5;0x22046007C222
11/26/2021 10:49:29.750;5.94395271180756;4.71398706459655;1.5;0x22046007C222
11/26/2021 10:49:30.985;5.93010744072538;4.61527881334028;1.5;0x22046007C222
11/26/2021 10:49:32.029;5.83173570646958;4.66858581109567;1.5;0x22046007C222
11/26/2021 10:49:34.829;5.9572201970881;4.75328483513326;1.5;0x22046007C222
11/26/2021 10:49:35.886;5.95806439344899;4.66108080080521;1.5;0x22046007C222
11/26/2021 10:49:38.608;5.79353268792849;4.66010551872895;1.5;0x22046007C222
11/26/2021 10:49:39.671;5.8889989086098;4.74535552420064;1.5;0x22046007C222
11/26/2021 10:49:52.128;5.80815344524799;4.8377590370474;1.5;0x22046007C222
11/26/2021 10:49:54.029;5.9137134431647;4.53734446286739;1.5;0x22046007C222
11/26/2021 10:49:59.152;5.92690685801559;4.88575613231714;1.5;0x22046007C222
11/26/2021 10:50:53.543;5.96494564161449;4.9595190830234;1.5;0x22046007C222
11/26/2021 10:50:59.682;6.01429409481508;4.91586572615897;1.5;0x22046007C222
11/26/2021 10:51:08.510;5.96242705460064;4.8246607422355;1.5;0x22046007C222
11/26/2021 10:51:09.664;5.73497835807109;4.34516463214709;1.5;0x22046007C222
11/26/2021 10:51:12.014;5.8481122895824;4.61127252458025;1.5;0x22046007C222
11/26/2021 10:51:13.064;5.86185203507726;4.94346514272614;1.5;0x22046007C222
11/26/2021 10:51:14.108;6.02149707475637;4.86590131313632;1.5;0x22046007C222
